MAGs	total_length	phylum	class
TARA_ANE_MAG_00051-MAP.txt	1129719	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00078-MAP.txt	1165688	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00100-MAP.txt	1384155	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00124-MAP.txt	1219567	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00025-MAP.txt	1934443	Bacteroidetes	Flavobacteriia
TARA_ASW_MAG_00018-MAP.txt	2217978	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00009-MAP.txt	3639767	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00060-MAP.txt	1291471	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00145-MAP.txt	3014065	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00023-MAP.txt	1467503	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00075-MAP.txt	899033	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00051-MAP.txt	1040644	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00023-MAP.txt	1451325	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00029-MAP.txt	1235550	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00021-MAP.txt	1581522	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00012-MAP.txt	1463332	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00007-MAP.txt	1496682	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00004-MAP.txt	2106270	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00047-MAP.txt	2170786	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00013-MAP.txt	3509141	Bacteroidetes	Flavobacteriia
TARA_SOC_MAG_00011-MAP.txt	2520155	Bacteroidetes	Flavobacteriia
TARA_ASE_MAG_00025-MAP.txt	5244766	Bacteroidetes	Flavobacteriia
TARA_SOC_MAG_00004-MAP.txt	2708830	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00079-MAP.txt	1070654	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00035-MAP.txt	1551707	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00006-MAP.txt	3399122	Bacteroidetes	Flavobacteriia
TARA_SOC_MAG_00006-MAP.txt	1648770	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00061-MAP.txt	1322691	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00115-MAP.txt	1158634	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00016-MAP.txt	1472662	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00084-MAP.txt	1370752	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00043-MAP.txt	1590729	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00083-MAP.txt	3850852	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00119-MAP.txt	1249671	Bacteroidetes	Flavobacteriia
TARA_ASW_MAG_00012-MAP.txt	4451478	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00090-MAP.txt	2079206	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00048-MAP.txt	1171140	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00018-MAP.txt	1550848	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00104-MAP.txt	2111061	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00098-MAP.txt	3881530	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00090-MAP.txt	2141649	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00019-MAP.txt	1524236	Bacteroidetes	Flavobacteriia
TARA_RED_MAG_00046-MAP.txt	1522052	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00034-MAP.txt	1404930	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00036-MAP.txt	1200065	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00068-MAP.txt	1330506	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00041-MAP.txt	1515503	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00036-MAP.txt	1543517	Bacteroidetes	Flavobacteriia
TARA_ASE_MAG_00015-MAP.txt	1872923	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00127-MAP.txt	2433815	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00114-MAP.txt	2586877	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00010-MAP.txt	1667110	Bacteroidetes	Flavobacteriia
TARA_IOS_MAG_00019-MAP.txt	2176465	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00050-MAP.txt	1485589	Bacteroidetes	Flavobacteriia
TARA_ION_MAG_00047-MAP.txt	2067447	Bacteroidetes	Flavobacteriia
TARA_IOS_MAG_00031-MAP.txt	1474611	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00012-MAP.txt	2877209	Bacteroidetes	Flavobacteriia
TARA_ION_MAG_00006-MAP.txt	1398014	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00103-MAP.txt	888812	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00096-MAP.txt	1706461	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00054-MAP.txt	1428841	Bacteroidetes	Flavobacteriia
TARA_SOC_MAG_00012-MAP.txt	3253762	Bacteroidetes	Flavobacteriia
TARA_PSW_MAG_00065-MAP.txt	3071969	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00122-MAP.txt	868207	Bacteroidetes	Flavobacteriia
TARA_ANE_MAG_00013-MAP.txt	2029860	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00106-MAP.txt	1589419	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00033-MAP.txt	1412137	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00020-MAP.txt	1549255	Bacteroidetes	Flavobacteriia
TARA_RED_MAG_00099-MAP.txt	2023840	Bacteroidetes	Flavobacteriia
TARA_SOC_MAG_00003-MAP.txt	1857767	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00069-MAP.txt	2036487	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00044-MAP.txt	1224834	Bacteroidetes	Flavobacteriia
TARA_ASW_MAG_00023-MAP.txt	1594234	Bacteroidetes	Flavobacteriia
TARA_IOS_MAG_00028-MAP.txt	1610285	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00114-MAP.txt	2258363	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00010-MAP.txt	2730469	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00061-MAP.txt	1149603	Bacteroidetes	Flavobacteriia
TARA_PON_MAG_00019-MAP.txt	2458233	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00126-MAP.txt	2062872	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00107-MAP.txt	2021841	Bacteroidetes	Flavobacteriia
TARA_MED_MAG_00114-MAP.txt	982178	Bacteroidetes	Flavobacteriia
TARA_ANW_MAG_00069-MAP.txt	2211370	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00053-MAP.txt	1488994	Bacteroidetes	Flavobacteriia
TARA_PSE_MAG_00031-MAP.txt	1412199	Bacteroidetes	Flavobacteriia
TARA_SOC_MAG_00005-MAP.txt	1615633	Bacteroidetes	Flavobacteriia
TARA_ION_MAG_00014-MAP.txt	0	Bacteria	Proteobacteria
TARA_PON_MAG_00023-MAP.txt	1	Bacteria	Proteobacteria
TARA_PSE_MAG_00116-MAP.txt	0	Bacteria	Proteobacteria
TARA_ANW_MAG_00006-MAP.txt	3	Bacteria	Proteobacteria
TARA_ANW_MAG_00019-MAP.txt	1	Bacteria	Proteobacteria
TARA_PON_MAG_00061-MAP.txt	4476822	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00110-MAP.txt	890789	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00139-MAP.txt	3108602	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00129-MAP.txt	2607126	Proteobacteria	Gammaproteobacteria
TARA_SOC_MAG_00002-MAP.txt	4429622	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00026-MAP.txt	1378810	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00096-MAP.txt	2071192	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00142-MAP.txt	3019715	Proteobacteria	Gammaproteobacteria
TARA_ASE_MAG_00031-MAP.txt	2195948	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00004-MAP.txt	4269650	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00061-MAP.txt	2227962	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00087-MAP.txt	3171046	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00092-MAP.txt	1407426	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00018-MAP.txt	1079517	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00049-MAP.txt	1404808	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00026-MAP.txt	3973211	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00051-MAP.txt	967888	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00006-MAP.txt	3234375	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00019-MAP.txt	2261306	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00096-MAP.txt	778050	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00070-MAP.txt	2257910	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00029-MAP.txt	3864562	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00017-MAP.txt	3389873	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00067-MAP.txt	2931784	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00068-MAP.txt	2571986	Proteobacteria	Gammaproteobacteria
TARA_SOC_MAG_00010-MAP.txt	2051317	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00005-MAP.txt	4164337	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00080-MAP.txt	2018150	Proteobacteria	Gammaproteobacteria
TARA_ASE_MAG_00006-MAP.txt	2981946	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00007-MAP.txt	1564183	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00087-MAP.txt	2714349	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00031-MAP.txt	2212212	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00104-MAP.txt	2927257	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00137-MAP.txt	3110655	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00062-MAP.txt	3467416	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00071-MAP.txt	846969	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00035-MAP.txt	3384971	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00026-MAP.txt	1599775	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00044-MAP.txt	2373764	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00029-MAP.txt	2507845	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00150-MAP.txt	3163741	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00078-MAP.txt	1977950	Proteobacteria	Gammaproteobacteria
TARA_ASE_MAG_00007-MAP.txt	1647928	Proteobacteria	Gammaproteobacteria
TARA_ASE_MAG_00019-MAP.txt	2068822	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00023-MAP.txt	3076003	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00142-MAP.txt	3126293	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00014-MAP.txt	1502364	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00132-MAP.txt	4212701	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00047-MAP.txt	818217	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00030-MAP.txt	1775473	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00138-MAP.txt	2171009	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00013-MAP.txt	5490803	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00087-MAP.txt	1483655	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00008-MAP.txt	2307908	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00012-MAP.txt	1663360	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00048-MAP.txt	1063669	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00116-MAP.txt	2413023	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00031-MAP.txt	3397978	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00109-MAP.txt	2014779	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00078-MAP.txt	670241	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00038-MAP.txt	2950023	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00104-MAP.txt	4696093	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00110-MAP.txt	2124994	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00009-MAP.txt	5050254	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00053-MAP.txt	787141	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00123-MAP.txt	2964488	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00034-MAP.txt	1271082	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00049-MAP.txt	989609	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00022-MAP.txt	2656647	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00004-MAP.txt	3202824	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00050-MAP.txt	467414	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00015-MAP.txt	5166000	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00058-MAP.txt	5118753	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00005-MAP.txt	2343823	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00025-MAP.txt	2082691	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00082-MAP.txt	1820885	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00092-MAP.txt	1074595	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00020-MAP.txt	943990	Proteobacteria	Gammaproteobacteria
TARA_ASE_MAG_00012-MAP.txt	898180	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00063-MAP.txt	2808044	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00025-MAP.txt	833487	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00046-MAP.txt	2959786	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00052-MAP.txt	1678367	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00089-MAP.txt	2103552	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00083-MAP.txt	2313498	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00045-MAP.txt	1068602	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00060-MAP.txt	2442486	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00057-MAP.txt	2370711	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00071-MAP.txt	852559	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00099-MAP.txt	665338	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00096-MAP.txt	1531211	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00002-MAP.txt	3031081	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00032-MAP.txt	3679393	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00144-MAP.txt	3839010	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00022-MAP.txt	3655333	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00045-MAP.txt	1948575	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00036-MAP.txt	3386422	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00022-MAP.txt	3894688	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00092-MAP.txt	3160019	Proteobacteria	Gammaproteobacteria
TARA_ANW_MAG_00016-MAP.txt	866720	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00060-MAP.txt	3809448	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00120-MAP.txt	2768210	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00037-MAP.txt	3266448	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00055-MAP.txt	1781940	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00063-MAP.txt	2753388	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00002-MAP.txt	1431420	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00001-MAP.txt	3583974	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00065-MAP.txt	1791206	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00009-MAP.txt	1174934	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00058-MAP.txt	2056034	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00058-MAP.txt	2278176	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00086-MAP.txt	3341961	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00015-MAP.txt	982818	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00071-MAP.txt	1594608	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00004-MAP.txt	2201353	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00064-MAP.txt	2244211	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00052-MAP.txt	1019374	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00109-MAP.txt	2531001	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00130-MAP.txt	2657260	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00003-MAP.txt	3362945	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00094-MAP.txt	811977	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00058-MAP.txt	3389560	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00080-MAP.txt	599984	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00118-MAP.txt	3648165	Proteobacteria	Gammaproteobacteria
TARA_IOS_MAG_00037-MAP.txt	674727	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00018-MAP.txt	779316	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00042-MAP.txt	2277919	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00042-MAP.txt	4347149	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00024-MAP.txt	905795	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00031-MAP.txt	2158947	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00006-MAP.txt	1424655	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00128-MAP.txt	2560385	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00001-MAP.txt	2270481	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00047-MAP.txt	1531601	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00132-MAP.txt	2055643	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00067-MAP.txt	2941447	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00054-MAP.txt	593001	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00127-MAP.txt	2355500	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00088-MAP.txt	337575	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00009-MAP.txt	1912389	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00035-MAP.txt	1227576	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00059-MAP.txt	845754	Proteobacteria	Gammaproteobacteria
TARA_ASW_MAG_00033-MAP.txt	2135916	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00038-MAP.txt	1532647	Proteobacteria	Gammaproteobacteria
TARA_SOC_MAG_00007-MAP.txt	2918716	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00011-MAP.txt	1694098	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00052-MAP.txt	602911	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00003-MAP.txt	2006846	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00057-MAP.txt	635718	Proteobacteria	Gammaproteobacteria
TARA_ION_MAG_00049-MAP.txt	1256771	Proteobacteria	Gammaproteobacteria
TARA_ANE_MAG_00012-MAP.txt	1104700	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00133-MAP.txt	2637354	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00004-MAP.txt	1745536	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00011-MAP.txt	1368843	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00014-MAP.txt	1388985	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00051-MAP.txt	1275451	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00008-MAP.txt	1922892	Proteobacteria	Gammaproteobacteria
TARA_RED_MAG_00005-MAP.txt	2210524	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00056-MAP.txt	2649290	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00138-MAP.txt	2515313	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00076-MAP.txt	2710859	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00087-MAP.txt	993227	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00018-MAP.txt	1461293	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00076-MAP.txt	856888	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00021-MAP.txt	1334008	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00085-MAP.txt	618894	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00061-MAP.txt	970962	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00120-MAP.txt	1029395	Proteobacteria	Gammaproteobacteria
TARA_PSE_MAG_00054-MAP.txt	1170469	Proteobacteria	Gammaproteobacteria
TARA_MED_MAG_00123-MAP.txt	988523	Proteobacteria	Gammaproteobacteria
TARA_PSW_MAG_00021-MAP.txt	1162385	Proteobacteria	Gammaproteobacteria
TARA_PON_MAG_00027-MAP.txt	3160434	Ignavibacteriae	Ignavibacteria
TARA_PSW_MAG_00130-MAP.txt	0	Bacteria	Planctomycetes
TARA_MED_MAG_00040-MAP.txt	1716686	Candidatus_Marinimicrobia	na
TARA_PSW_MAG_00131-MAP.txt	7879370	na	na
TARA_ION_MAG_00066-MAP.txt	22651752	na	na
TARA_RED_MAG_00062-MAP.txt	1266249	Euryarchaeota	na
TARA_PSW_MAG_00045-MAP.txt	2758566	Proteobacteria	na
TARA_IOS_MAG_00022-MAP.txt	1336692	Euryarchaeota	na
TARA_PSE_MAG_00001-MAP.txt	3950680	Bacteroidetes	na
TARA_MED_MAG_00105-MAP.txt	1782733	Proteobacteria	na
TARA_IOS_MAG_00045-MAP.txt	1184019	Euryarchaeota	na
TARA_ASW_MAG_00011-MAP.txt	1963677	Euryarchaeota	na
TARA_PSW_MAG_00057-MAP.txt	1441360	Euryarchaeota	na
TARA_MED_MAG_00141-MAP.txt	14084407	na	na
TARA_ANW_MAG_00033-MAP.txt	1323836	Euryarchaeota	na
TARA_PSW_MAG_00076-MAP.txt	3567362	Proteobacteria	na
TARA_MED_MAG_00070-MAP.txt	886127	Proteobacteria	na
TARA_PSW_MAG_00075-MAP.txt	1416115	Euryarchaeota	na
TARA_ASW_MAG_00021-MAP.txt	1145839	Euryarchaeota	na
TARA_PSE_MAG_00137-MAP.txt	12785141	na	na
TARA_ION_MAG_00027-MAP.txt	2170694	Candidatus_Marinimicrobia	na
TARA_IOS_MAG_00038-MAP.txt	1551590	Euryarchaeota	na
TARA_ANE_MAG_00091-MAP.txt	11715560	na	na
TARA_RED_MAG_00009-MAP.txt	930732	Proteobacteria	na
TARA_IOS_MAG_00068-MAP.txt	11476843	na	na
TARA_IOS_MAG_00039-MAP.txt	1270583	Euryarchaeota	na
TARA_ANE_MAG_00004-MAP.txt	2301261	Bacteroidetes	na
TARA_IOS_MAG_00024-MAP.txt	895557	Proteobacteria	na
TARA_MED_MAG_00140-MAP.txt	6745678	na	na
TARA_ION_MAG_00071-MAP.txt	6917290	na	na
TARA_RED_MAG_00123-MAP.txt	2096511	na	na
TARA_MED_MAG_00135-MAP.txt	2035025	Candidatus_Marinimicrobia	na
TARA_PSW_MAG_00086-MAP.txt	1907850	Euryarchaeota	na
TARA_MED_MAG_00079-MAP.txt	1714244	Euryarchaeota	na
TARA_PSW_MAG_00056-MAP.txt	1859782	Euryarchaeota	na
TARA_MED_MAG_00095-MAP.txt	1413342	Euryarchaeota	na
TARA_PSE_MAG_00037-MAP.txt	10717318	na	na
TARA_ASE_MAG_00016-MAP.txt	1345578	Euryarchaeota	na
TARA_PSW_MAG_00133-MAP.txt	4053059	na	na
TARA_PSW_MAG_00016-MAP.txt	3020619	Proteobacteria	na
TARA_RED_MAG_00112-MAP.txt	13083156	na	na
TARA_ANW_MAG_00043-MAP.txt	1179335	Euryarchaeota	na
TARA_ANE_MAG_00042-MAP.txt	1899402	Euryarchaeota	na
TARA_PSW_MAG_00022-MAP.txt	4264159	Proteobacteria	na
TARA_PSW_MAG_00135-MAP.txt	3998261	na	na
TARA_RED_MAG_00072-MAP.txt	1635506	Euryarchaeota	na
TARA_ANE_MAG_00005-MAP.txt	2402163	na	na
TARA_MED_MAG_00053-MAP.txt	1787286	Euryarchaeota	na
TARA_PON_MAG_00087-MAP.txt	2281455	na	na
TARA_ASW_MAG_00041-MAP.txt	4365563	na	na
TARA_IOS_MAG_00076-MAP.txt	2867483	na	na
TARA_ANE_MAG_00014-MAP.txt	946546	Proteobacteria	na
TARA_PSW_MAG_00043-MAP.txt	1777024	Euryarchaeota	na
TARA_MED_MAG_00060-MAP.txt	1624172	Euryarchaeota	na
TARA_ION_MAG_00043-MAP.txt	1967998	Candidatus_Marinimicrobia	na
TARA_IOS_MAG_00065-MAP.txt	2013982	na	na
TARA_ANW_MAG_00012-MAP.txt	2187424	Candidatus_Marinimicrobia	na
TARA_RED_MAG_00055-MAP.txt	1823078	Euryarchaeota	na
TARA_ASE_MAG_00009-MAP.txt	1010836	Euryarchaeota	na
TARA_PSW_MAG_00102-MAP.txt	1513205	Euryarchaeota	na
TARA_RED_MAG_00040-MAP.txt	2112073	na	na
TARA_ANE_MAG_00024-MAP.txt	1885787	Euryarchaeota	na
TARA_ASE_MAG_00017-MAP.txt	713096	Cyanobacteria	na
TARA_IOS_MAG_00047-MAP.txt	1626217	Euryarchaeota	na
TARA_PSW_MAG_00039-MAP.txt	715158	na	na
TARA_RED_MAG_00090-MAP.txt	1631684	Euryarchaeota	na
TARA_ION_MAG_00033-MAP.txt	1506618	Euryarchaeota	na
TARA_ANW_MAG_00024-MAP.txt	1809221	Euryarchaeota	na
TARA_ASE_MAG_00018-MAP.txt	1430533	Euryarchaeota	na
TARA_ANE_MAG_00053-MAP.txt	654139	Candidatus_Marinimicrobia	na
